"2:8,0.35","6:4,0.62","9:4,0.82","16:7,0.81","24:7,0.86","29:9,0.76","36:4,0.58","38:3,0.63","41:2,0.83","47:2,0.48","55:5,0.85","57:4,0.74","66:6,0.56","70:5,0.34","77:5,0.8","86:2,0.67","90:7,0.41","94:6,0.65","97:2,0.69","102:6,0.45","110:1,0.76","121:2,0.62","122:2,0.34"
"2:9,0.89","6:9,0.59","9:3,0.52","16:5,0.61","24:7,0.55","29:5,0.54","36:4,0.45","38:3,0.88","41:1,0.61","47:8,0.49","55:3,0.36","57:2,0.89","66:6,0.48","70:4,0.36","77:7,0.6","86:1,0.39","90:4,0.79","94:5,0.6","97:9,0.77","102:8,0.43","110:1,0.56","121:1,0.81","125:3,0.57"
"2:5,0.73","6:2,0.52","9:7,0.72","16:6,0.79","24:1,0.67","29:8,0.47","36:6,0.54","38:4,0.42","41:9,0.73","47:6,0.5","55:7,0.35","57:3,0.82","66:6,0.35","70:5,0.31","77:1,0.67","86:4,0.9","90:2,0.51","94:2,0.64","97:9,0.44","102:6,0.66","110:3,0.71","121:1,0.33","128:9,0.64"
"2:6,0.58","6:6,0.5","9:9,0.89","16:2,0.59","24:3,0.83","29:4,0.37","36:8,0.86","38:5,0.68","41:9,0.39","47:1,0.39","55:5,0.78","57:6,0.42","66:8,0.68","70:2,0.63","77:1,0.87","86:6,0.38","90:1,0.88","94:1,0.36","97:5,0.47","102:4,0.87","110:1,0.76","120:6,0.55","122:2,0.41"
"2:8,0.87","6:5,0.86","9:8,0.83","16:7,0.49","24:9,0.39","29:9,0.34","36:7,0.53","38:1,0.37","41:7,0.76","47:5,0.44","55:9,0.88","57:4,0.68","66:4,0.79","70:1,0.7","77:2,0.74","86:9,0.57","90:9,0.86","94:9,0.52","97:7,0.55","102:1,0.44","110:2,0.83","120:6,0.44","125:2,0.57"
"2:1,0.5","6:8,0.76","9:3,0.51","16:2,0.32","24:7,0.77","29:4,0.47","36:1,0.75","38:6,0.6","41:2,0.84","47:3,0.9","55:6,0.5","57:2,0.43","66:4,0.33","70:9,0.44","77:5,0.42","86:2,0.62","90:7,0.59","94:7,0.71","97:1,0.71","102:9,0.67","110:2,0.75","120:4,0.47","128:6,0.66"
"2:7,0.76","6:3,0.88","9:9,0.63","16:9,0.41","24:6,0.78","29:2,0.73","36:2,0.7","38:9,0.35","41:4,0.81","47:3,0.37","55:7,0.73","57:2,0.69","66:9,0.37","70:7,0.31","77:6,0.76","81:2,0.69","90:6,0.38","94:3,0.85","97:3,0.63","102:7,0.36","110:8,0.77","121:1,0.5","122:3,0.4"
"2:1,0.57","6:3,0.79","9:5,0.65","16:2,0.53","24:8,0.73","29:1,0.75","36:3,0.59","38:8,0.8","41:6,0.37","47:2,0.54","55:2,0.59","57:1,0.71","66:1,0.47","70:2,0.43","77:2,0.86","81:3,0.52","90:6,0.7","94:3,0.81","97:2,0.43","102:3,0.79","110:7,0.31","121:8,0.76","125:4,0.72"
"2:2,0.54","6:5,0.36","9:7,0.53","16:9,0.49","24:3,0.56","29:5,0.84","36:8,0.8","38:6,0.66","41:5,0.41","47:4,0.73","55:1,0.58","57:2,0.4","66:1,0.58","70:7,0.85","77:6,0.77","81:6,0.31","90:9,0.51","94:4,0.73","97:1,0.4","102:9,0.45","110:9,0.44","121:8,0.75","128:2,0.57"
"2:2,0.89","6:6,0.41","9:4,0.4","16:1,0.84","24:5,0.58","29:4,0.5","36:1,0.73","38:1,0.46","41:7,0.4","47:2,0.78","55:3,0.34","57:4,0.9","66:5,0.83","70:2,0.6","77:7,0.58","81:4,0.55","90:9,0.43","94:4,0.37","97:4,0.85","102:6,0.83","110:8,0.83","120:5,0.56","122:8,0.76"
"2:5,0.32","6:1,0.75","9:3,0.75","16:7,0.82","24:4,0.74","29:9,0.46","36:1,0.72","38:2,0.69","41:1,0.75","47:4,0.68","55:1,0.43","57:7,0.8","66:3,0.59","70:7,0.46","77:8,0.57","81:1,0.84","90:2,0.61","94:4,0.83","97:7,0.4","102:5,0.39","110:4,0.73","120:4,0.73","125:7,0.41"
"2:5,0.31","6:3,0.36","9:6,0.82","16:8,0.9","24:8,0.85","29:5,0.45","36:5,0.55","38:7,0.89","41:9,0.88","47:1,0.61","55:7,0.74","57:5,0.48","66:5,0.45","70:4,0.88","77:4,0.36","81:5,0.78","90:6,0.73","94:2,0.41","97:7,0.36","102:1,0.47","110:3,0.55","120:4,0.77","128:7,0.9"
"2:5,0.74","6:9,0.38","9:5,0.56","16:9,0.88","24:8,0.34","29:7,0.3","36:5,0.88","38:5,0.41","41:1,0.55","47:1,0.37","55:9,0.86","57:9,0.31","66:9,0.33","70:4,0.48","72:2,0.64","82:9,0.78","90:4,0.55","94:5,0.45","97:9,0.42","102:1,0.62","110:4,0.89","121:3,0.61","122:2,0.64"
"2:2,0.88","6:1,0.67","9:4,0.79","16:7,0.47","24:1,0.51","29:9,0.45","36:6,0.41","38:5,0.71","41:6,0.35","47:6,0.42","55:5,0.39","57:4,0.83","66:1,0.3","70:3,0.85","72:1,0.53","82:1,0.47","90:6,0.32","94:1,0.71","97:5,0.72","102:1,0.61","110:5,0.87","121:9,0.43","125:9,0.43"
"2:6,0.63","6:5,0.76","9:5,0.77","16:8,0.4","24:6,0.35","29:4,0.38","36:7,0.73","38:3,0.8","41:8,0.56","47:8,0.48","55:9,0.38","57:2,0.38","66:4,0.74","70:5,0.68","72:4,0.6","82:3,0.44","90:5,0.67","94:9,0.58","97:3,0.59","102:6,0.44","110:4,0.47","121:7,0.75","128:7,0.57"
"2:5,0.42","6:7,0.81","9:8,0.31","16:8,0.44","24:8,0.59","29:9,0.4","36:7,0.8","38:7,0.31","41:6,0.85","47:6,0.54","55:4,0.44","57:3,0.44","66:5,0.71","70:1,0.45","72:2,0.89","82:5,0.67","90:5,0.74","94:9,0.48","97:9,0.56","102:5,0.81","110:5,0.68","120:3,0.88","122:4,0.45"
"2:7,0.43","6:5,0.46","9:1,0.7","16:1,0.46","24:3,0.85","29:4,0.48","36:1,0.72","38:4,0.89","41:3,0.7","47:2,0.56","55:9,0.8","57:1,0.72","66:7,0.43","70:9,0.79","72:1,0.4","82:3,0.58","90:9,0.85","94:2,0.81","97:5,0.76","102:9,0.35","110:5,0.68","120:6,0.72","125:2,0.74"
"2:8,0.38","6:6,0.89","9:8,0.62","16:1,0.44","24:1,0.79","29:7,0.73","36:5,0.74","38:9,0.58","41:8,0.6","47:3,0.66","55:6,0.86","57:2,0.55","66:1,0.32","70:1,0.84","72:7,0.79","82:8,0.75","90:6,0.74","94:1,0.81","97:8,0.44","102:1,0.82","110:3,0.39","120:8,0.65","128:2,0.79"
"2:1,0.81","6:7,0.47","9:6,0.45","16:4,0.47","24:1,0.43","29:4,0.74","36:5,0.57","38:5,0.69","41:6,0.79","47:3,0.33","55:7,0.4","57:7,0.81","66:4,0.6","70:8,0.61","72:4,0.81","86:2,0.35","90:6,0.89","94:9,0.78","97:6,0.51","102:3,0.45","110:5,0.67","121:9,0.75","122:9,0.58"
"2:5,0.39","6:4,0.4","9:1,0.83","16:4,0.7","24:4,0.6","29:7,0.62","36:6,0.59","38:9,0.53","41:9,0.51","47:2,0.73","55:6,0.51","57:8,0.64","66:4,0.53","70:5,0.59","72:4,0.71","86:7,0.37","90:8,0.64","94:8,0.35","97:4,0.84","102:5,0.57","110:6,0.72","121:9,0.46","125:3,0.47"
"2:5,0.45","6:2,0.9","9:6,0.33","16:2,0.58","24:9,0.6","29:4,0.64","36:9,0.55","38:3,0.8","41:7,0.8","47:3,0.7","55:8,0.31","57:6,0.81","66:1,0.6","70:1,0.83","72:1,0.71","86:4,0.33","90:9,0.54","94:6,0.61","97:9,0.34","102:2,0.59","110:7,0.5","121:2,0.43","128:3,0.63"
"2:6,0.4","6:5,0.59","9:6,0.3","16:9,0.55","24:7,0.85","29:5,0.49","36:7,0.88","38:3,0.88","41:8,0.48","47:1,0.37","55:8,0.83","57:3,0.33","66:5,0.78","70:7,0.6","72:5,0.31","86:9,0.56","90:3,0.62","94:9,0.7","97:5,0.55","102:9,0.51","110:7,0.51","120:3,0.86","122:5,0.9"
"2:9,0.39","6:6,0.62","9:3,0.89","16:6,0.76","24:2,0.41","29:1,0.76","36:1,0.41","38:1,0.6","41:5,0.33","47:4,0.39","55:3,0.38","57:6,0.85","66:7,0.6","70:3,0.32","72:2,0.89","86:1,0.77","90:8,0.76","94:6,0.46","97:4,0.31","102:7,0.77","110:9,0.81","120:9,0.55","125:4,0.64"
"2:1,0.55","6:8,0.43","9:4,0.34","16:2,0.89","24:5,0.58","29:4,0.63","36:4,0.42","38:5,0.32","41:4,0.82","47:1,0.87","55:2,0.71","57:9,0.78","66:8,0.87","70:9,0.82","72:8,0.82","86:2,0.7","90:2,0.83","94:8,0.83","97:5,0.36","102:2,0.32","110:1,0.32","120:2,0.59","128:6,0.46"
"2:6,0.54","6:3,0.4","9:5,0.63","16:4,0.59","24:9,0.84","29:9,0.82","36:7,0.4","38:5,0.77","41:2,0.56","47:7,0.75","55:4,0.57","57:7,0.58","66:2,0.54","70:4,0.36","72:4,0.31","81:4,0.87","90:1,0.45","94:8,0.36","97:6,0.66","102:8,0.78","110:9,0.55","121:4,0.36","122:6,0.61"
"2:5,0.84","6:1,0.33","9:9,0.58","16:8,0.63","24:9,0.85","29:3,0.43","36:3,0.53","38:8,0.3","41:8,0.49","47:6,0.8","55:2,0.43","57:9,0.38","66:3,0.71","70:4,0.69","72:8,0.41","81:2,0.37","90:7,0.62","94:3,0.4","97:9,0.53","102:3,0.38","110:9,0.78","121:9,0.88","125:3,0.72"
"2:2,0.87","6:9,0.63","9:4,0.89","16:1,0.7","24:8,0.58","29:6,0.31","36:7,0.39","38:5,0.32","41:6,0.33","47:6,0.89","55:2,0.71","57:6,0.57","66:2,0.4","70:3,0.75","72:2,0.66","81:6,0.3","90:4,0.68","94:5,0.53","97:5,0.59","102:2,0.89","110:7,0.8","121:5,0.75","128:3,0.37"
"2:7,0.72","6:5,0.41","9:5,0.3","16:3,0.82","24:8,0.8","29:4,0.52","36:7,0.49","38:7,0.81","41:7,0.54","47:7,0.59","55:9,0.48","57:6,0.4","66:3,0.44","70:9,0.36","72:3,0.62","81:5,0.33","90:8,0.35","94:1,0.36","97:1,0.54","102:7,0.63","110:3,0.46","120:1,0.32","122:9,0.74"
"2:6,0.31","6:7,0.47","9:5,0.33","16:2,0.67","24:4,0.58","29:2,0.82","36:3,0.83","38:3,0.31","41:1,0.77","47:1,0.88","55:3,0.77","57:2,0.72","66:6,0.82","70:3,0.55","72:9,0.81","81:2,0.5","90:1,0.81","94:6,0.45","97:9,0.61","102:9,0.39","110:4,0.7","120:6,0.65","125:5,0.56"
"2:3,0.42","6:2,0.34","9:9,0.41","16:4,0.6","24:8,0.7","29:4,0.77","36:6,0.53","38:3,0.33","41:7,0.61","47:9,0.57","55:1,0.46","57:1,0.45","66:2,0.68","70:3,0.42","72:9,0.86","81:4,0.5","90:7,0.64","94:6,0.66","97:6,0.63","102:2,0.74","110:7,0.58","120:6,0.44","128:2,0.8"
"2:1,0.43","6:1,0.57","9:7,0.5","16:5,0.64","24:9,0.78","29:7,0.64","36:9,0.59","38:9,0.72","41:9,0.55","50:9,0.31","55:5,0.32","57:2,0.83","66:9,0.33","70:3,0.57","73:9,0.46","82:9,0.84","90:8,0.69","94:9,0.62","97:8,0.76","102:3,0.74","110:2,0.89","121:1,0.45","122:3,0.8"
"2:5,0.68","6:3,0.36","9:7,0.46","16:4,0.38","24:5,0.67","29:4,0.56","36:6,0.75","38:4,0.54","41:7,0.6","50:6,0.32","55:2,0.79","57:9,0.7","66:1,0.62","70:4,0.47","73:2,0.83","82:2,0.77","90:6,0.65","94:3,0.62","97:4,0.77","102:6,0.81","110:8,0.57","121:4,0.58","125:9,0.59"
"2:2,0.79","6:6,0.81","9:3,0.78","16:2,0.35","24:2,0.44","29:3,0.53","36:2,0.75","38:6,0.81","41:3,0.53","50:3,0.47","55:1,0.89","57:1,0.39","66:4,0.64","70:2,0.65","73:5,0.3","82:9,0.57","90:9,0.39","94:7,0.59","97:6,0.88","102:5,0.37","110:5,0.7","121:8,0.43","128:7,0.46"
"2:4,0.86","6:5,0.63","9:8,0.44","16:5,0.76","24:2,0.63","29:1,0.33","36:4,0.57","38:6,0.43","41:3,0.79","50:5,0.33","55:4,0.58","57:9,0.86","66:6,0.57","70:2,0.49","73:4,0.7","82:4,0.78","90:6,0.89","94:6,0.9","97:5,0.49","102:6,0.61","110:6,0.89","120:2,0.78","122:9,0.62"
"2:4,0.36","6:3,0.71","9:8,0.89","16:6,0.88","24:4,0.48","29:4,0.89","36:2,0.78","38:4,0.81","41:4,0.86","50:7,0.53","55:1,0.56","57:8,0.45","66:5,0.47","70:3,0.84","73:6,0.46","82:7,0.72","90:1,0.47","94:7,0.88","97:6,0.38","102:5,0.55","110:4,0.66","120:1,0.86","125:9,0.44"
"2:1,0.48","6:1,0.61","9:5,0.32","16:9,0.34","24:9,0.68","29:7,0.35","36:3,0.74","38:9,0.49","41:2,0.6","50:3,0.43","55:7,0.42","57:5,0.77","66:4,0.59","70:7,0.36","73:4,0.54","82:4,0.38","90:1,0.49","94:6,0.55","97:1,0.38","102:2,0.81","110:2,0.5","120:7,0.67","128:8,0.7"
"2:1,0.38","6:6,0.43","9:4,0.78","16:1,0.74","24:6,0.56","29:6,0.79","36:4,0.83","38:6,0.41","41:2,0.47","50:9,0.75","55:9,0.81","57:1,0.49","66:9,0.41","70:3,0.71","73:7,0.43","86:2,0.52","90:4,0.76","94:8,0.48","97:6,0.36","102:1,0.87","110:6,0.32","121:3,0.48","122:4,0.86"
"2:4,0.7","6:4,0.7","9:2,0.48","16:1,0.69","24:1,0.43","29:7,0.78","36:6,0.38","38:6,0.38","41:3,0.74","50:9,0.57","55:4,0.77","57:4,0.59","66:1,0.79","70:4,0.46","73:6,0.38","86:9,0.67","90:8,0.57","94:2,0.88","97:4,0.82","102:4,0.54","110:8,0.79","121:8,0.76","125:6,0.83"
"2:6,0.39","6:1,0.82","9:3,0.74","16:5,0.43","24:7,0.65","29:8,0.43","36:4,0.66","38:2,0.54","41:9,0.65","50:6,0.44","55:8,0.48","57:4,0.79","66:4,0.55","70:8,0.83","73:2,0.89","86:4,0.63","90:5,0.79","94:5,0.6","97:1,0.56","102:6,0.71","110:9,0.89","121:6,0.54","128:3,0.58"
"2:1,0.56","6:8,0.62","9:2,0.86","16:7,0.31","24:6,0.54","29:3,0.77","36:3,0.41","38:8,0.44","41:4,0.75","50:7,0.86","55:2,0.45","57:6,0.31","66:4,0.8","70:6,0.88","73:5,0.81","86:2,0.57","90:8,0.82","94:2,0.67","97:5,0.36","102:4,0.69","110:2,0.55","120:5,0.56","122:3,0.81"
"2:1,0.8","6:5,0.67","9:4,0.69","16:1,0.5","24:5,0.41","29:4,0.58","36:3,0.48","38:7,0.8","41:8,0.31","50:6,0.81","55:1,0.41","57:8,0.62","66:6,0.58","70:3,0.79","73:9,0.54","86:3,0.33","90:8,0.89","94:9,0.64","97:9,0.73","102:1,0.89","110:5,0.48","120:9,0.83","125:5,0.59"
"2:7,0.77","6:4,0.6","9:9,0.32","16:3,0.88","24:3,0.78","29:7,0.34","36:6,0.79","38:6,0.47","41:5,0.43","50:4,0.72","55:9,0.53","57:6,0.37","66:7,0.49","70:8,0.75","73:7,0.32","86:3,0.42","90:5,0.41","94:1,0.65","97:1,0.82","102:5,0.88","110:6,0.33","120:4,0.45","128:5,0.7"
"2:1,0.53","6:7,0.4","9:5,0.52","16:4,0.9","24:3,0.59","29:3,0.37","36:1,0.54","38:8,0.44","41:2,0.37","50:2,0.67","55:3,0.43","57:6,0.68","66:7,0.52","70:8,0.38","73:6,0.45","81:5,0.64","90:1,0.71","94:3,0.79","97:6,0.31","102:2,0.53","110:5,0.38","121:2,0.89","122:5,0.65"
"2:7,0.81","6:5,0.38","9:9,0.32","16:6,0.86","24:4,0.44","29:1,0.83","36:6,0.37","38:7,0.43","41:2,0.36","50:8,0.86","55:5,0.56","57:4,0.73","66:1,0.69","70:4,0.65","73:9,0.53","81:4,0.5","90:8,0.84","94:4,0.5","97:1,0.46","102:2,0.72","110:8,0.41","121:6,0.37","125:1,0.84"
"2:8,0.36","6:5,0.85","9:4,0.86","16:8,0.62","24:6,0.39","29:4,0.42","36:1,0.58","38:4,0.82","41:5,0.52","50:5,0.6","55:3,0.37","57:7,0.34","66:1,0.81","70:1,0.8","73:5,0.52","81:1,0.39","90:9,0.78","94:5,0.42","97:9,0.84","102:3,0.66","110:5,0.51","121:8,0.73","128:6,0.7"
"2:3,0.62","6:8,0.31","9:6,0.35","16:6,0.85","24:4,0.66","29:2,0.44","36:9,0.38","38:1,0.37","41:4,0.72","50:9,0.36","55:8,0.8","57:4,0.68","66:2,0.52","70:2,0.32","73:1,0.31","81:2,0.62","90:6,0.53","94:7,0.54","97:3,0.62","102:7,0.89","110:1,0.67","120:7,0.46","122:1,0.61"
"2:2,0.57","6:7,0.36","9:2,0.48","16:1,0.78","24:5,0.57","29:2,0.9","36:8,0.42","38:5,0.5","41:4,0.56","50:5,0.58","55:7,0.53","57:1,0.45","66:5,0.34","70:5,0.45","73:5,0.54","81:3,0.63","90:6,0.66","94:2,0.46","97:3,0.4","102:8,0.61","110:7,0.48","120:3,0.32","125:9,0.37"
"2:1,0.55","6:3,0.78","9:5,0.56","16:6,0.69","24:1,0.66","29:3,0.57","36:3,0.46","38:9,0.54","41:2,0.41","50:2,0.47","55:8,0.59","57:2,0.72","66:3,0.8","70:2,0.82","73:5,0.5","81:6,0.69","90:3,0.39","94:3,0.7","97:1,0.83","102:7,0.89","110:4,0.84","120:8,0.56","128:9,0.43"
"2:9,0.74","6:7,0.77","9:3,0.4","16:4,0.68","24:7,0.36","29:7,0.33","36:2,0.57","38:3,0.65","41:7,0.56","50:5,0.78","55:2,0.53","57:4,0.82","66:8,0.33","70:4,0.44","77:8,0.37","82:4,0.76","90:4,0.62","94:3,0.85","97:8,0.32","102:6,0.85","110:3,0.82","121:9,0.8","122:2,0.47"
"2:6,0.67","6:9,0.34","9:4,0.66","16:5,0.72","24:1,0.31","29:6,0.54","36:9,0.83","38:5,0.66","41:6,0.82","50:5,0.34","55:9,0.89","57:7,0.54","66:2,0.32","70:5,0.48","77:4,0.33","82:2,0.4","90:1,0.64","94:6,0.68","97:1,0.58","102:7,0.77","110:3,0.87","121:3,0.67","125:6,0.34"
"2:5,0.5","6:1,0.77","9:8,0.32","16:2,0.71","24:5,0.36","29:3,0.33","36:2,0.3","38:2,0.56","41:9,0.32","50:3,0.41","55:1,0.39","57:7,0.88","66:7,0.66","70:7,0.84","77:4,0.82","82:5,0.87","90:5,0.82","94:1,0.62","97:7,0.42","102:9,0.74","110:5,0.8","121:2,0.81","128:4,0.31"
"2:7,0.78","6:7,0.46","9:1,0.78","16:1,0.54","24:5,0.68","29:2,0.49","36:8,0.59","38:4,0.48","41:1,0.65","50:6,0.35","55:5,0.4","57:2,0.84","66:6,0.78","70:3,0.54","77:8,0.83","82:4,0.35","90:7,0.86","94:4,0.5","97:4,0.3","102:7,0.69","110:2,0.43","120:9,0.88","122:7,0.42"
"2:7,0.5","6:4,0.67","9:8,0.86","16:3,0.84","24:8,0.89","29:7,0.76","36:2,0.87","38:3,0.77","41:4,0.72","50:9,0.73","55:7,0.69","57:9,0.65","66:9,0.76","70:6,0.81","77:9,0.32","82:4,0.53","90:6,0.73","94:9,0.88","97:1,0.79","102:2,0.71","110:3,0.54","120:2,0.51","125:9,0.72"
"2:9,0.6","6:4,0.68","9:8,0.73","16:3,0.37","24:8,0.66","29:6,0.53","36:8,0.75","38:8,0.77","41:1,0.86","50:5,0.56","55:7,0.79","57:3,0.36","66:5,0.67","70:3,0.82","77:5,0.51","82:7,0.68","90:9,0.33","94:1,0.4","97:5,0.84","102:2,0.77","110:2,0.88","120:7,0.59","128:5,0.72"
"2:3,0.54","6:3,0.62","9:8,0.79","16:9,0.51","24:9,0.43","29:6,0.77","36:2,0.72","38:2,0.73","41:6,0.86","50:9,0.9","55:3,0.42","57:8,0.71","66:6,0.39","70:8,0.61","77:1,0.8","86:8,0.82","90:3,0.44","94:7,0.51","97:5,0.74","102:9,0.83","110:2,0.67","121:3,0.86","122:2,0.83"
"2:3,0.68","6:1,0.41","9:2,0.45","16:3,0.72","24:8,0.46","29:4,0.64","36:7,0.78","38:5,0.6","41:7,0.54","50:5,0.81","55:4,0.62","57:6,0.87","66:5,0.65","70:2,0.75","77:8,0.85","86:4,0.75","90:4,0.65","94:5,0.63","97:9,0.48","102:1,0.56","110:9,0.84","121:5,0.36","125:3,0.34"
"2:5,0.88","6:4,0.82","9:1,0.79","16:8,0.65","24:2,0.44","29:5,0.42","36:6,0.65","38:7,0.61","41:3,0.35","50:7,0.66","55:4,0.55","57:1,0.39","66:6,0.78","70:4,0.62","77:8,0.34","86:7,0.34","90:9,0.87","94:2,0.78","97:3,0.72","102:9,0.34","110:1,0.35","121:8,0.86","128:4,0.31"
"2:5,0.31","6:6,0.37","9:2,0.79","16:9,0.47","24:5,0.55","29:6,0.57","36:1,0.57","38:5,0.47","41:2,0.35","50:5,0.84","55:3,0.51","57:1,0.84","66:4,0.69","70:3,0.59","77:2,0.56","86:2,0.38","90:4,0.62","94:9,0.39","97:6,0.58","102:5,0.43","110:9,0.41","120:3,0.75","122:1,0.82"
"2:5,0.71","6:9,0.75","9:4,0.32","16:8,0.39","24:9,0.72","29:8,0.48","36:8,0.47","38:1,0.47","41:8,0.81","50:2,0.37","55:4,0.37","57:4,0.64","66:3,0.63","70:4,0.86","77:1,0.71","86:9,0.64","90:7,0.34","94:9,0.48","97:1,0.52","102:4,0.43","110:4,0.53","120:5,0.47","125:5,0.53"
"2:7,0.33","6:6,0.33","9:8,0.36","16:9,0.56","24:8,0.33","29:1,0.58","36:8,0.47","38:6,0.69","41:9,0.69","50:6,0.64","55:6,0.83","57:4,0.88","66:6,0.34","70:4,0.4","77:4,0.47","86:2,0.43","90:4,0.78","94:5,0.83","97:5,0.64","102:3,0.39","110:6,0.59","120:5,0.64","128:3,0.44"
"2:1,0.43","6:5,0.83","9:3,0.6","16:4,0.74","24:6,0.51","29:8,0.56","36:2,0.9","38:4,0.33","41:3,0.61","50:1,0.65","55:2,0.39","57:5,0.4","66:2,0.34","70:6,0.77","77:6,0.76","81:2,0.55","90:9,0.63","94:6,0.86","97:1,0.83","102:9,0.38","110:1,0.72","121:4,0.88","122:4,0.41"
"2:5,0.59","6:7,0.49","9:3,0.52","16:1,0.42","24:3,0.7","29:7,0.4","36:8,0.55","38:2,0.52","41:4,0.72","50:5,0.45","55:8,0.78","57:2,0.32","66:6,0.42","70:5,0.5","77:5,0.38","81:6,0.78","90:8,0.78","94:2,0.71","97:5,0.61","102:8,0.8","110:4,0.47","121:6,0.52","125:5,0.88"
"2:2,0.7","6:7,0.6","9:9,0.78","16:8,0.63","24:1,0.82","29:4,0.66","36:3,0.55","38:8,0.54","41:3,0.7","50:2,0.39","55:3,0.39","57:1,0.9","66:3,0.89","70:3,0.76","77:7,0.46","81:4,0.51","90:3,0.49","94:8,0.56","97:5,0.56","102:3,0.67","110:5,0.62","121:8,0.31","128:6,0.44"
"2:2,0.47","6:1,0.62","9:4,0.59","16:4,0.53","24:5,0.84","29:4,0.66","36:7,0.7","38:9,0.33","41:7,0.79","50:3,0.35","55:7,0.56","57:8,0.39","66:2,0.76","70:1,0.38","77:9,0.5","81:3,0.57","90:2,0.62","94:3,0.42","97:6,0.42","102:2,0.31","110:7,0.7","120:5,0.55","122:8,0.5"
"2:7,0.65","6:4,0.69","9:5,0.8","16:9,0.44","24:2,0.67","29:1,0.72","36:2,0.54","38:8,0.61","41:6,0.81","50:6,0.37","55:9,0.9","57:3,0.44","66:3,0.46","70:1,0.55","77:5,0.58","81:1,0.62","90:9,0.31","94:7,0.52","97:7,0.74","102:6,0.37","110:9,0.77","120:3,0.74","125:9,0.54"
"2:2,0.83","6:4,0.75","9:7,0.65","16:4,0.71","24:7,0.34","29:8,0.41","36:8,0.8","38:6,0.38","41:1,0.82","50:1,0.32","55:7,0.46","57:5,0.51","66:8,0.75","70:2,0.38","77:1,0.79","81:7,0.64","90:4,0.76","94:6,0.45","97:6,0.67","102:8,0.76","110:1,0.76","120:3,0.73","128:1,0.36"
"2:6,0.77","6:5,0.9","9:4,0.57","16:3,0.56","24:4,0.35","29:2,0.81","36:7,0.42","38:9,0.42","41:5,0.6","50:1,0.59","55:4,0.76","57:6,0.83","66:7,0.61","70:9,0.36","72:9,0.32","82:2,0.5","90:3,0.82","94:2,0.63","97:4,0.58","102:1,0.88","110:6,0.87","121:1,0.78","122:5,0.61"
"2:6,0.75","6:6,0.33","9:1,0.51","16:3,0.64","24:3,0.77","29:2,0.38","36:8,0.8","38:1,0.89","41:5,0.54","50:8,0.36","55:6,0.47","57:2,0.89","66:2,0.42","70:6,0.81","72:9,0.47","82:6,0.82","90:2,0.8","94:2,0.8","97:2,0.72","102:5,0.45","110:6,0.46","121:1,0.88","125:5,0.53"
"2:8,0.84","6:5,0.57","9:2,0.72","16:6,0.37","24:2,0.39","29:4,0.48","36:6,0.67","38:5,0.83","41:2,0.8","50:2,0.48","55:1,0.43","57:2,0.75","66:8,0.73","70:9,0.48","72:8,0.65","82:4,0.31","90:8,0.75","94:2,0.72","97:8,0.57","102:1,0.52","110:2,0.84","121:4,0.89","128:9,0.48"
"2:5,0.8","6:6,0.76","9:7,0.48","16:1,0.53","24:4,0.38","29:5,0.48","36:5,0.45","38:1,0.68","41:1,0.75","50:6,0.63","55:2,0.52","57:1,0.58","66:8,0.38","70:1,0.3","72:5,0.69","82:7,0.39","90:4,0.86","94:9,0.42","97:2,0.81","102:7,0.67","110:1,0.4","120:3,0.56","122:6,0.68"
"2:3,0.65","6:2,0.41","9:1,0.42","16:8,0.74","24:5,0.4","29:4,0.33","36:2,0.51","38:4,0.68","41:8,0.34","50:6,0.89","55:8,0.69","57:7,0.86","66:5,0.58","70:5,0.42","72:7,0.69","82:8,0.86","90:2,0.48","94:2,0.76","97:6,0.5","102:3,0.32","110:6,0.54","120:4,0.54","125:5,0.43"
"2:8,0.45","6:5,0.63","9:1,0.63","16:2,0.85","24:8,0.69","29:8,0.48","36:7,0.82","38:3,0.68","41:5,0.6","50:2,0.73","55:8,0.53","57:8,0.4","66:4,0.4","70:4,0.64","72:3,0.47","82:9,0.5","90:7,0.79","94:9,0.39","97:8,0.42","102:4,0.38","110:7,0.48","120:8,0.69","128:7,0.65"
"2:9,0.49","6:8,0.89","9:2,0.57","16:9,0.42","24:5,0.67","29:8,0.31","36:2,0.63","38:7,0.37","41:3,0.64","50:7,0.81","55:8,0.7","57:5,0.38","66:7,0.59","70:2,0.67","72:5,0.82","86:2,0.85","90:1,0.84","94:8,0.54","97:7,0.7","102:8,0.68","110:3,0.59","121:3,0.43","122:8,0.34"
"2:5,0.47","6:2,0.42","9:3,0.69","16:8,0.9","24:2,0.67","29:5,0.89","36:1,0.89","38:7,0.78","41:5,0.38","50:6,0.75","55:3,0.55","57:6,0.47","66:8,0.34","70:9,0.3","72:5,0.66","86:6,0.89","90:5,0.8","94:3,0.32","97:4,0.39","102:4,0.49","110:8,0.45","121:5,0.31","125:3,0.79"
"2:5,0.52","6:1,0.61","9:3,0.82","16:3,0.7","24:5,0.59","29:8,0.71","36:1,0.32","38:6,0.47","41:6,0.63","50:4,0.36","55:3,0.67","57:3,0.65","66:9,0.7","70:9,0.82","72:3,0.56","86:7,0.3","90:7,0.7","94:6,0.51","97:6,0.69","102:9,0.87","110:8,0.62","121:4,0.67","128:5,0.61"
