"2:6,0.51","3:2,0.45","5:1,0.68","7:5,0.59","9:5,0.59","11:7,0.47","13:7,0.43","15:8,0.83","17:3,0.38","19:5,0.49","22:2,0.69","23:8,0.57","25:4,0.88","28:5,0.66","29:2,0.88","31:6,0.42","34:2,0.45","36:3,0.69","38:4,0.37","40:4,0.62","42:4,0.54","44:5,0.81","46:3,0.68","49:9,0.89","50:6,0.88","52:6,0.77","55:6,0.43","56:1,0.75","58:4,0.42","60:8,0.6","62:2,0.63","64:4,0.7","66:3,0.62","68:4,0.6","70:5,0.9","72:4,0.64","74:7,0.48"
"2:6,0.7","3:2,0.57","5:1,0.86","7:9,0.78","9:8,0.87","11:8,0.58","14:8,0.68","15:5,0.49","17:3,0.69","19:7,0.3","22:1,0.85","23:1,0.82","25:6,0.63","28:6,0.3","29:2,0.72","31:6,0.82","34:4,0.39","36:3,0.59","38:1,0.43","40:9,0.46","42:9,0.76","44:9,0.33","46:1,0.46","48:3,0.7","50:5,0.85","52:6,0.59","55:3,0.68","56:8,0.58","58:9,0.3","60:3,0.33","62:1,0.34","64:5,0.56","66:9,0.32","68:8,0.83","70:5,0.41","72:6,0.49","74:7,0.35"
"2:7,0.77","3:5,0.8","5:8,0.85","7:9,0.33","9:1,0.51","12:3,0.83","14:6,0.61","16:8,0.48","17:2,0.66","19:5,0.5","22:8,0.49","23:4,0.66","25:5,0.38","28:7,0.53","29:1,0.88","31:6,0.88","34:4,0.71","36:1,0.52","38:4,0.65","40:2,0.7","42:4,0.57","44:2,0.59","46:3,0.81","48:8,0.85","50:2,0.84","52:8,0.77","55:4,0.47","56:3,0.72","58:4,0.54","60:7,0.78","62:5,0.4","64:3,0.44","66:2,0.69","68:8,0.79","70:9,0.67","72:7,0.81","74:2,0.45"
"2:5,0.47","3:7,0.47","5:6,0.89","7:8,0.32","9:8,0.52","11:3,0.37","14:6,0.32","15:4,0.75","17:1,0.78","19:6,0.53","22:1,0.68","23:8,0.45","25:8,0.79","28:2,0.46","29:9,0.69","31:3,0.64","34:8,0.66","36:9,0.65","38:9,0.61","40:1,0.89","42:8,0.72","44:7,0.77","46:3,0.6","48:7,0.87","50:2,0.65","52:8,0.71","55:2,0.53","56:2,0.33","58:1,0.34","60:6,0.68","62:1,0.52","64:2,0.75","66:5,0.81","69:3,0.38","70:9,0.64","72:3,0.35","74:2,0.52"
"2:9,0.48","3:2,0.77","5:4,0.36","7:8,0.46","9:8,0.83","12:6,0.82","14:1,0.61","16:6,0.82","17:5,0.35","19:6,0.86","22:5,0.78","23:6,0.82","25:5,0.58","28:2,0.48","29:3,0.38","31:3,0.36","34:3,0.69","36:1,0.78","38:6,0.76","40:2,0.54","42:7,0.52","44:8,0.59","46:3,0.86","48:3,0.66","50:1,0.81","52:8,0.85","55:1,0.34","56:9,0.83","58:6,0.68","60:3,0.79","62:3,0.44","64:6,0.86","66:7,0.33","69:2,0.65","70:1,0.45","72:4,0.38","74:8,0.35"
"2:8,0.87","3:7,0.77","5:7,0.53","7:2,0.87","9:4,0.48","11:4,0.32","14:8,0.61","15:2,0.86","17:5,0.51","19:5,0.61","22:1,0.62","23:8,0.44","25:7,0.34","28:7,0.81","29:3,0.73","31:4,0.64","34:4,0.42","36:1,0.46","38:4,0.53","40:8,0.58","42:4,0.9","44:9,0.5","46:3,0.56","48:7,0.33","51:7,0.34","52:2,0.63","55:3,0.43","56:2,0.68","58:2,0.35","60:7,0.73","62:3,0.64","64:3,0.62","66:5,0.82","68:6,0.33","70:8,0.55","72:8,0.78","74:2,0.67"
"2:2,0.32","3:4,0.6","5:3,0.62","7:1,0.6","10:9,0.47","11:2,0.67","14:2,0.31","15:3,0.81","17:5,0.82","19:6,0.82","22:2,0.59","23:4,0.34","25:8,0.83","28:5,0.69","29:3,0.58","31:9,0.85","34:8,0.58","36:1,0.82","38:2,0.72","40:3,0.86","42:5,0.89","44:1,0.53","46:7,0.73","48:4,0.44","51:7,0.43","52:4,0.82","55:2,0.64","56:7,0.52","58:3,0.48","60:7,0.75","62:8,0.47","64:7,0.62","66:9,0.52","68:2,0.83","70:3,0.69","72:2,0.71","74:5,0.78"
"2:9,0.37","3:3,0.72","5:4,0.81","7:1,0.4","9:6,0.82","12:2,0.59","14:1,0.67","16:5,0.41","17:2,0.5","19:1,0.5","22:8,0.45","23:5,0.88","25:6,0.31","28:1,0.67","29:7,0.36","31:2,0.89","34:9,0.32","36:3,0.49","38:5,0.85","40:6,0.58","42:8,0.85","44:1,0.77","46:6,0.49","48:7,0.32","51:2,0.49","52:9,0.65","55:3,0.6","56:1,0.51","58:9,0.63","60:8,0.46","62:4,0.44","64:4,0.52","66:7,0.49","68:6,0.64","70:9,0.62","72:8,0.51","74:6,0.75"
"2:5,0.36","3:3,0.81","5:1,0.8","7:5,0.44","9:6,0.39","11:3,0.45","14:6,0.54","15:2,0.84","17:3,0.59","19:8,0.85","22:8,0.43","23:3,0.83","25:3,0.72","28:7,0.81","29:1,0.58","31:7,0.81","34:6,0.82","36:1,0.44","38:9,0.5","40:9,0.72","42:8,0.4","44:1,0.84","46:1,0.3","48:3,0.42","51:5,0.35","52:4,0.39","55:6,0.43","56:6,0.51","58:8,0.52","60:2,0.84","62:3,0.73","64:4,0.44","66:4,0.44","69:1,0.61","70:5,0.53","72:4,0.74","74:8,0.49"
"2:9,0.71","3:5,0.89","5:8,0.82","7:7,0.65","10:2,0.8","11:6,0.63","14:8,0.69","15:6,0.36","17:2,0.68","19:2,0.36","22:2,0.4","23:9,0.87","25:2,0.53","28:5,0.52","29:6,0.52","31:5,0.62","34:3,0.72","36:5,0.45","38:3,0.4","40:1,0.72","42:9,0.87","44:8,0.7","46:5,0.54","48:3,0.65","51:4,0.79","52:8,0.4","55:6,0.77","56:9,0.46","58:2,0.45","60:2,0.88","62:1,0.66","64:4,0.49","66:1,0.32","69:7,0.42","70:4,0.45","72:9,0.58","74:1,0.33"
"2:1,0.88","3:1,0.35","5:4,0.87","7:9,0.52","9:1,0.47","11:3,0.78","14:6,0.71","15:7,0.36","18:8,0.68","20:5,0.86","22:2,0.63","23:2,0.67","25:6,0.48","28:5,0.53","29:5,0.59","31:4,0.6","34:6,0.32","36:9,0.82","38:2,0.33","40:3,0.61","42:9,0.42","44:3,0.4","46:8,0.78","48:8,0.83","50:8,0.85","52:3,0.33","55:4,0.43","56:9,0.74","58:9,0.83","60:2,0.36","62:9,0.79","64:8,0.56","66:8,0.88","68:3,0.4","70:5,0.73","72:1,0.8","74:2,0.69"
"2:4,0.79","3:9,0.45","5:8,0.87","7:1,0.65","9:6,0.38","12:3,0.79","14:4,0.79","15:2,0.7","18:5,0.6","20:9,0.47","22:9,0.43","23:9,0.63","25:4,0.31","28:2,0.89","29:5,0.44","31:5,0.58","34:6,0.38","36:4,0.45","38:3,0.9","40:3,0.58","42:7,0.78","44:4,0.39","46:2,0.8","48:9,0.86","50:2,0.77","52:4,0.69","55:4,0.64","56:4,0.46","58:4,0.71","60:9,0.89","62:5,0.87","64:6,0.45","66:5,0.86","68:9,0.43","70:5,0.77","72:9,0.42","74:6,0.89"
"2:7,0.36","3:5,0.73","5:1,0.45","7:8,0.74","9:4,0.34","11:8,0.88","14:3,0.36","15:3,0.55","18:9,0.66","20:6,0.3","22:7,0.59","23:6,0.72","25:6,0.84","28:7,0.62","29:6,0.45","31:5,0.48","34:5,0.53","36:5,0.63","38:1,0.39","40:3,0.39","42:7,0.69","44:6,0.88","46:2,0.48","48:7,0.75","50:9,0.53","52:3,0.45","55:9,0.41","56:8,0.59","58:4,0.65","60:4,0.31","62:1,0.43","64:5,0.83","66:7,0.46","69:2,0.68","70:5,0.8","72:3,0.47","74:7,0.45"
"2:5,0.32","3:1,0.52","5:2,0.54","7:9,0.47","9:5,0.8","11:8,0.31","14:8,0.68","15:8,0.63","17:7,0.78","19:9,0.52","22:3,0.39","23:3,0.67","25:7,0.69","28:4,0.46","29:1,0.71","31:2,0.31","34:7,0.4","36:4,0.62","38:9,0.52","40:1,0.53","42:1,0.66","44:4,0.34","46:7,0.79","49:1,0.47","50:7,0.64","52:6,0.59","55:4,0.76","56:8,0.64","58:7,0.47","60:7,0.86","62:1,0.86","64:5,0.6","66:6,0.88","68:2,0.36","70:7,0.65","72:7,0.38","74:1,0.66"
"2:4,0.43","3:8,0.41","5:2,0.78","7:3,0.43","9:8,0.6","11:5,0.78","13:2,0.68","15:9,0.86","17:8,0.38","19:3,0.68","22:8,0.65","23:9,0.83","26:3,0.73","27:4,0.61","29:3,0.42","31:6,0.54","34:6,0.82","36:5,0.44","38:1,0.49","40:4,0.53","42:6,0.76","44:5,0.52","46:2,0.41","48:8,0.57","50:5,0.6","52:1,0.42","54:8,0.5","56:8,0.49","58:4,0.68","60:2,0.39","62:4,0.4","64:2,0.46","66:1,0.43","68:3,0.4","70:2,0.72","72:7,0.58","74:6,0.56"
"2:9,0.53","3:6,0.68","5:4,0.47","7:4,0.69","9:9,0.8","11:9,0.77","13:9,0.37","15:7,0.6","17:4,0.7","19:6,0.39","22:9,0.3","23:5,0.59","26:6,0.48","27:1,0.35","29:8,0.41","31:4,0.57","34:3,0.8","36:4,0.82","38:2,0.81","40:2,0.45","42:5,0.64","44:7,0.54","46:3,0.77","48:4,0.38","50:5,0.48","52:6,0.65","54:8,0.57","56:7,0.37","58:7,0.8","60:2,0.88","62:1,0.43","64:2,0.7","66:6,0.73","68:2,0.82","71:8,0.39","72:6,0.85","74:8,0.68"
"2:1,0.53","3:9,0.36","5:6,0.33","7:9,0.87","9:3,0.72","11:8,0.61","13:1,0.57","15:2,0.53","17:5,0.72","19:5,0.84","22:5,0.59","23:7,0.35","26:1,0.63","27:9,0.89","29:1,0.61","31:2,0.32","34:7,0.66","36:7,0.73","38:3,0.66","40:1,0.75","42:4,0.64","44:9,0.76","46:1,0.76","48:1,0.41","50:5,0.48","52:2,0.77","54:4,0.75","56:1,0.48","58:8,0.69","60:4,0.75","62:3,0.47","64:4,0.66","66:7,0.44","69:5,0.58","70:3,0.57","72:7,0.33","74:5,0.74"
"2:6,0.53","3:2,0.4","5:5,0.85","7:2,0.58","9:8,0.78","11:1,0.42","13:5,0.86","15:6,0.48","17:3,0.83","19:8,0.39","22:4,0.77","23:8,0.39","26:9,0.38","27:9,0.31","29:5,0.39","31:8,0.8","34:3,0.56","36:4,0.63","38:6,0.79","40:3,0.78","42:9,0.78","44:3,0.8","46:5,0.69","48:8,0.59","51:4,0.6","52:2,0.44","54:9,0.45","56:7,0.52","58:9,0.77","60:5,0.37","62:7,0.67","64:3,0.57","66:5,0.35","69:2,0.9","70:2,0.64","72:1,0.62","74:9,0.37"
"2:4,0.56","3:2,0.54","5:8,0.74","7:1,0.52","9:2,0.49","11:7,0.85","14:8,0.61","15:7,0.7","17:9,0.49","19:6,0.64","22:8,0.73","23:9,0.76","26:2,0.45","27:2,0.39","29:5,0.66","31:6,0.72","34:8,0.37","36:9,0.77","38:4,0.83","40:6,0.88","42:1,0.82","44:5,0.81","46:5,0.51","48:7,0.54","50:8,0.86","52:4,0.67","54:2,0.83","56:8,0.6","58:4,0.34","60:8,0.38","62:2,0.33","64:7,0.88","66:6,0.36","68:8,0.63","70:2,0.89","72:3,0.85","74:9,0.85"
"2:2,0.32","3:8,0.64","5:5,0.87","7:7,0.53","9:7,0.61","11:6,0.76","14:4,0.63","15:2,0.52","17:6,0.71","19:7,0.87","22:8,0.39","23:1,0.36","26:7,0.39","27:7,0.52","29:9,0.82","31:2,0.79","34:9,0.6","36:5,0.67","38:5,0.32","40:5,0.42","42:6,0.79","44:7,0.61","46:5,0.74","48:5,0.72","50:2,0.59","52:4,0.37","54:7,0.45","56:7,0.38","58:8,0.48","60:4,0.39","62:3,0.75","64:1,0.34","66:5,0.51","69:4,0.55","70:5,0.5","72:2,0.38","74:6,0.48"
"2:7,0.72","3:5,0.87","5:5,0.69","7:5,0.63","9:2,0.38","11:8,0.63","14:4,0.32","15:3,0.31","17:3,0.53","19:5,0.45","22:8,0.53","23:2,0.36","26:5,0.76","27:7,0.76","29:5,0.79","31:3,0.88","34:1,0.4","36:8,0.66","38:6,0.67","40:2,0.46","42:9,0.57","44:3,0.83","46:3,0.82","48:2,0.72","51:7,0.49","52:1,0.31","54:1,0.46","56:1,0.57","58:7,0.74","60:8,0.31","62:3,0.53","64:8,0.82","66:6,0.55","69:1,0.53","70:5,0.68","72:1,0.39","74:2,0.85"
"2:9,0.54","3:5,0.41","5:7,0.47","7:6,0.52","9:3,0.85","11:5,0.38","13:7,0.51","15:1,0.87","17:4,0.32","19:5,0.36","22:7,0.8","23:8,0.86","26:3,0.61","27:5,0.5","29:6,0.69","31:6,0.54","34:2,0.32","36:4,0.53","38:2,0.88","40:7,0.78","42:3,0.61","44:9,0.76","46:8,0.51","48:9,0.8","50:7,0.82","52:1,0.55","55:9,0.49","56:3,0.43","58:3,0.88","60:8,0.52","62:1,0.78","64:2,0.3","66:8,0.46","68:7,0.86","70:5,0.65","72:8,0.6","74:4,0.35"
"2:7,0.63","3:4,0.39","5:1,0.82","7:3,0.34","9:2,0.42","11:6,0.35","13:2,0.76","15:5,0.6","17:3,0.79","19:9,0.77","22:2,0.32","23:1,0.83","26:7,0.45","27:4,0.86","29:3,0.33","31:3,0.87","34:8,0.59","36:7,0.76","38:3,0.43","40:4,0.71","42:6,0.57","44:5,0.51","46:2,0.35","48:4,0.46","50:4,0.53","52:1,0.73","55:7,0.31","56:8,0.72","58:2,0.42","60:4,0.35","62:4,0.58","64:4,0.85","66:3,0.5","68:7,0.74","71:4,0.79","72:3,0.69","74:6,0.74"
"2:3,0.79","3:7,0.56","5:6,0.83","7:4,0.83","9:2,0.87","11:2,0.31","13:1,0.81","15:8,0.55","17:3,0.33","19:1,0.31","22:8,0.42","23:8,0.4","26:5,0.38","27:1,0.9","29:1,0.89","31:6,0.68","34:3,0.47","36:5,0.35","38:3,0.59","40:5,0.44","42:6,0.68","44:3,0.81","46:7,0.65","48:9,0.45","51:1,0.84","52:4,0.58","55:8,0.55","56:9,0.64","58:6,0.9","60:7,0.31","62:3,0.48","64:5,0.82","66:2,0.31","68:5,0.41","70:1,0.39","72:6,0.61","74:4,0.55"
"2:5,0.45","3:6,0.89","5:3,0.82","7:7,0.52","9:8,0.74","11:5,0.38","13:4,0.82","15:2,0.7","17:8,0.46","19:4,0.64","22:2,0.37","23:7,0.71","26:2,0.73","28:5,0.42","29:4,0.69","31:5,0.77","34:4,0.47","36:4,0.65","38:9,0.43","40:9,0.63","42:4,0.76","44:3,0.55","46:1,0.36","48:8,0.8","50:5,0.32","52:1,0.49","54:7,0.66","56:4,0.78","58:8,0.34","60:1,0.58","62:7,0.6","64:9,0.48","66:3,0.72","68:7,0.37","70:2,0.37","72:4,0.56","74:8,0.64"
"2:9,0.86","3:1,0.8","5:2,0.8","7:1,0.36","9:6,0.77","11:3,0.5","13:5,0.66","15:8,0.56","17:5,0.75","19:9,0.61","22:5,0.45","23:2,0.42","26:8,0.33","28:9,0.65","29:4,0.53","31:5,0.51","34:8,0.57","36:3,0.44","38:1,0.52","40:1,0.41","42:6,0.79","44:2,0.33","46:1,0.35","48:3,0.49","50:3,0.51","52:2,0.44","54:7,0.8","56:4,0.36","58:8,0.75","60:4,0.44","62:1,0.68","64:2,0.7","66:7,0.61","69:9,0.72","70:2,0.65","72:3,0.81","74:5,0.47"
"2:9,0.43","3:7,0.41","5:2,0.58","7:3,0.71","9:4,0.32","11:6,0.34","13:8,0.64","15:5,0.85","17:2,0.35","19:1,0.81","22:4,0.61","23:5,0.62","26:9,0.84","28:8,0.45","29:8,0.76","31:2,0.46","34:6,0.41","36:3,0.77","38:4,0.84","40:4,0.89","42:5,0.73","44:4,0.51","46:9,0.37","48:9,0.69","51:1,0.74","52:2,0.58","54:5,0.6","56:2,0.68","58:8,0.66","60:5,0.46","62:6,0.87","64:2,0.48","66:9,0.69","69:4,0.52","70:6,0.84","72:6,0.4","74:4,0.41"
"2:8,0.48","3:6,0.42","5:3,0.47","7:3,0.86","9:3,0.33","11:1,0.54","14:7,0.78","15:1,0.88","17:6,0.33","19:1,0.78","22:1,0.36","23:7,0.85","26:3,0.31","28:9,0.48","29:9,0.79","31:5,0.38","34:9,0.37","36:9,0.62","38:3,0.55","40:3,0.58","42:8,0.39","44:5,0.64","46:5,0.33","48:9,0.74","50:4,0.54","52:6,0.53","54:4,0.58","56:2,0.82","58:5,0.37","60:9,0.89","62:6,0.55","64:4,0.32","66:1,0.52","68:4,0.44","70:5,0.69","72:4,0.61","74:7,0.44"
"2:4,0.45","3:9,0.37","5:5,0.81","7:7,0.75","9:7,0.47","11:1,0.77","14:8,0.62","15:5,0.33","17:8,0.59","19:8,0.58","22:5,0.59","23:5,0.79","26:3,0.38","28:3,0.47","29:2,0.35","31:9,0.39","34:3,0.79","36:1,0.6","38:4,0.54","40:6,0.79","42:5,0.55","44:8,0.71","46:6,0.59","48:6,0.7","50:5,0.88","52:3,0.59","54:1,0.76","56:6,0.37","58:2,0.73","60:2,0.56","62:2,0.82","64:3,0.86","66:1,0.53","69:1,0.59","70:1,0.68","72:3,0.46","74:3,0.71"
"2:6,0.66","3:5,0.57","5:9,0.69","7:1,0.73","9:4,0.36","11:6,0.63","14:3,0.62","15:4,0.4","17:4,0.43","19:2,0.86","22:2,0.54","23:5,0.56","26:8,0.54","28:9,0.41","29:3,0.45","31:7,0.49","34:5,0.4","36:3,0.83","38:3,0.62","40:4,0.43","42:9,0.87","44:4,0.81","46:3,0.46","48:5,0.74","51:3,0.51","52:7,0.53","54:8,0.61","56:4,0.37","58:7,0.87","60:3,0.74","62:5,0.51","64:9,0.73","66:1,0.46","69:9,0.5","70:8,0.57","72:5,0.82","74:9,0.6"
"2:4,0.87","3:2,0.82","5:1,0.66","7:3,0.78","9:6,0.66","11:9,0.67","13:6,0.54","15:8,0.74","17:3,0.39","19:8,0.72","22:1,0.74","23:9,0.89","26:7,0.3","28:1,0.51","29:5,0.85","31:8,0.52","34:8,0.56","36:3,0.59","38:7,0.69","40:2,0.4","42:7,0.65","44:3,0.41","46:1,0.6","48:3,0.65","50:6,0.59","52:9,0.65","55:3,0.75","56:8,0.55","58:8,0.59","60:1,0.57","62:5,0.84","64:7,0.87","66:2,0.6","68:1,0.76","70:7,0.44","72:6,0.88","74:6,0.38"
"2:5,0.49","3:3,0.86","5:2,0.87","7:2,0.76","9:2,0.58","11:1,0.84","13:2,0.73","15:7,0.37","17:9,0.49","19:3,0.79","22:2,0.62","23:2,0.88","26:5,0.68","28:2,0.75","29:7,0.77","31:3,0.82","34:3,0.55","36:7,0.37","38:4,0.49","40:3,0.9","42:3,0.43","44:5,0.39","46:4,0.51","48:9,0.32","50:2,0.46","52:7,0.32","55:2,0.71","56:5,0.58","58:6,0.43","60:1,0.75","62:8,0.67","64:5,0.34","66:2,0.78","69:4,0.44","70:9,0.43","72:9,0.47","74:1,0.65"
"2:4,0.82","3:2,0.62","5:5,0.62","7:3,0.84","9:2,0.84","11:9,0.83","13:6,0.55","15:5,0.51","17:5,0.4","19:3,0.69","22:8,0.74","23:1,0.75","26:4,0.74","28:5,0.86","29:3,0.83","31:9,0.72","34:5,0.48","36:7,0.63","38:4,0.34","40:3,0.68","42:2,0.7","44:7,0.64","46:4,0.37","48:3,0.77","51:8,0.84","52:4,0.7","55:2,0.3","56:6,0.82","58:4,0.48","60:2,0.42","62:8,0.77","64:7,0.83","66:8,0.65","68:5,0.81","70:7,0.63","72:5,0.71","74:6,0.67"
"2:2,0.33","3:3,0.41","5:9,0.44","7:7,0.31","9:6,0.81","11:2,0.63","14:4,0.43","15:3,0.79","17:3,0.68","19:5,0.66","22:3,0.73","23:5,0.86","26:3,0.47","28:2,0.64","29:5,0.85","31:4,0.89","34:7,0.84","36:8,0.68","38:7,0.4","40:7,0.69","42:3,0.37","44:4,0.55","46:3,0.68","48:2,0.87","50:8,0.62","52:7,0.48","55:4,0.48","56:8,0.74","58:3,0.87","60:8,0.88","62:6,0.68","64:3,0.63","66:4,0.82","68:7,0.42","70:8,0.65","72:4,0.86","74:2,0.43"
"2:8,0.56","3:9,0.52","5:3,0.39","7:3,0.51","9:5,0.38","11:7,0.79","14:5,0.55","15:1,0.69","17:2,0.35","19:3,0.87","22:6,0.8","23:1,0.89","26:2,0.43","28:2,0.38","29:9,0.7","31:6,0.82","34:1,0.4","36:8,0.78","38:4,0.7","40:8,0.55","42:8,0.78","44:9,0.68","46:5,0.41","48:7,0.63","50:1,0.38","52:9,0.38","55:8,0.35","56:6,0.44","58:4,0.87","60:2,0.53","62:4,0.67","64:4,0.89","66:2,0.9","69:3,0.35","70:2,0.43","72:9,0.8","74:6,0.42"
"2:1,0.6","3:9,0.46","5:6,0.6","7:5,0.6","9:7,0.56","11:6,0.3","14:7,0.63","15:7,0.72","17:3,0.57","19:8,0.5","22:3,0.3","23:1,0.55","26:5,0.35","28:7,0.59","29:8,0.5","31:5,0.33","34:6,0.42","36:5,0.32","38:7,0.58","40:5,0.66","42:6,0.65","44:4,0.54","46:3,0.47","48:4,0.47","51:4,0.36","52:1,0.41","55:4,0.31","56:3,0.49","58:7,0.85","60:7,0.72","62:2,0.6","64:5,0.45","66:9,0.7","68:7,0.33","70:4,0.33","72:2,0.84","74:7,0.44"
"2:6,0.65","3:2,0.84","5:7,0.35","7:5,0.63","9:4,0.4","11:4,0.85","13:8,0.63","15:1,0.33","17:7,0.51","19:4,0.43","22:7,0.7","23:3,0.39","25:4,0.9","27:4,0.67","29:9,0.65","31:5,0.33","34:2,0.37","36:7,0.31","38:2,0.83","40:6,0.85","42:4,0.31","44:7,0.51","46:4,0.36","48:8,0.49","50:1,0.5","52:8,0.6","54:9,0.52","56:1,0.81","58:1,0.71","60:1,0.58","62:6,0.75","64:1,0.32","66:5,0.33","68:2,0.68","70:4,0.55","72:7,0.87","75:5,0.81"
"2:3,0.57","3:9,0.4","5:7,0.89","7:7,0.55","9:8,0.35","11:8,0.82","13:5,0.53","15:3,0.65","17:1,0.48","19:4,0.55","22:8,0.63","23:3,0.33","25:2,0.57","27:6,0.84","29:9,0.58","31:7,0.82","34:4,0.54","36:1,0.57","38:5,0.37","40:4,0.48","42:5,0.69","44:4,0.79","46:7,0.33","48:8,0.5","50:7,0.84","52:3,0.82","54:3,0.43","56:6,0.88","58:3,0.87","60:8,0.67","62:6,0.62","64:8,0.3","66:5,0.77","68:2,0.75","71:4,0.4","72:3,0.74","75:8,0.73"
"2:6,0.68","3:9,0.57","5:8,0.53","7:2,0.89","9:3,0.68","12:2,0.67","13:3,0.34","16:9,0.42","17:7,0.77","19:2,0.88","22:6,0.84","23:8,0.81","25:9,0.73","27:9,0.83","29:4,0.71","31:4,0.81","34:6,0.57","36:7,0.68","38:2,0.62","40:2,0.71","42:1,0.7","44:8,0.87","46:2,0.49","48:4,0.8","50:3,0.52","52:6,0.43","54:5,0.76","56:2,0.68","58:6,0.32","60:6,0.45","62:1,0.41","64:3,0.83","66:5,0.51","68:5,0.57","70:5,0.68","72:2,0.83","75:4,0.54"
"2:8,0.39","3:7,0.8","5:2,0.56","7:9,0.85","9:6,0.85","11:5,0.66","13:5,0.47","15:8,0.59","17:5,0.44","19:6,0.46","22:9,0.83","23:5,0.75","25:4,0.84","27:1,0.81","29:3,0.78","31:8,0.64","34:6,0.39","36:8,0.87","38:4,0.56","40:9,0.39","42:5,0.38","44:9,0.67","46:8,0.34","48:5,0.78","51:1,0.43","52:4,0.51","54:8,0.7","56:9,0.39","58:9,0.45","60:8,0.52","62:8,0.37","64:5,0.79","66:7,0.83","68:1,0.85","70:3,0.5","72:9,0.45","75:7,0.81"
"2:7,0.48","3:9,0.52","5:4,0.64","7:1,0.71","9:3,0.58","11:3,0.63","13:1,0.38","15:8,0.41","17:6,0.48","19:4,0.66","22:9,0.66","23:2,0.55","25:1,0.51","27:2,0.37","29:4,0.59","31:8,0.46","34:1,0.35","36:1,0.45","38:2,0.61","40:2,0.39","42:1,0.72","44:1,0.74","46:9,0.68","48:4,0.58","51:6,0.89","52:8,0.32","54:7,0.42","56:4,0.87","58:2,0.58","60:6,0.33","62:4,0.84","64:7,0.43","66:8,0.89","68:8,0.38","71:5,0.63","72:7,0.5","75:8,0.43"
"2:4,0.55","3:5,0.3","5:3,0.49","7:5,0.79","9:1,0.68","11:3,0.83","13:2,0.55","16:6,0.36","18:6,0.44","20:4,0.43","22:9,0.49","23:5,0.59","25:2,0.45","27:9,0.68","29:5,0.35","31:8,0.46","34:2,0.84","36:5,0.41","38:9,0.78","40:8,0.84","42:9,0.4","44:9,0.57","46:6,0.42","48:3,0.32","50:1,0.31","52:2,0.67","54:9,0.35","56:5,0.59","58:9,0.68","60:6,0.85","62:8,0.57","64:5,0.66","66:3,0.71","68:1,0.8","71:3,0.6","72:4,0.58","75:7,0.61"
"2:5,0.31","3:5,0.87","5:5,0.51","7:4,0.57","9:2,0.42","12:3,0.38","13:9,0.67","16:2,0.88","18:9,0.75","20:8,0.75","22:6,0.74","23:4,0.5","25:8,0.47","27:9,0.49","29:8,0.73","31:9,0.38","34:8,0.58","36:3,0.73","38:8,0.68","40:2,0.52","42:2,0.7","44:2,0.88","46:3,0.79","48:8,0.34","50:8,0.34","52:6,0.57","54:2,0.47","56:3,0.77","58:2,0.7","60:2,0.83","62:2,0.63","64:7,0.82","66:2,0.67","68:3,0.3","70:6,0.31","72:1,0.4","75:7,0.71"
"2:4,0.66","3:6,0.56","5:6,0.77","7:9,0.88","9:1,0.57","12:8,0.6","13:9,0.79","16:5,0.5","18:1,0.87","20:2,0.57","22:8,0.69","23:6,0.84","25:4,0.48","27:5,0.82","29:7,0.74","31:3,0.89","34:8,0.85","36:6,0.46","38:2,0.76","40:4,0.32","42:8,0.87","44:4,0.53","46:2,0.81","48:3,0.71","50:5,0.61","52:6,0.74","54:5,0.56","56:3,0.72","58:6,0.51","60:4,0.51","62:6,0.51","64:3,0.47","66:1,0.52","68:3,0.77","71:7,0.69","72:4,0.44","75:8,0.78"
"2:4,0.61","3:7,0.77","5:2,0.37","7:6,0.52","9:2,0.78","11:4,0.48","14:5,0.76","15:5,0.57","17:4,0.8","19:8,0.88","22:1,0.49","23:3,0.38","25:3,0.44","27:9,0.9","29:4,0.5","31:6,0.55","34:9,0.76","36:3,0.55","38:4,0.82","40:3,0.88","42:3,0.77","44:8,0.31","46:8,0.86","48:1,0.7","50:1,0.57","52:2,0.53","54:2,0.35","56:1,0.74","58:5,0.63","60:8,0.31","62:3,0.87","64:6,0.4","66:3,0.41","68:2,0.82","70:3,0.74","72:5,0.53","75:6,0.62"
"2:7,0.55","3:5,0.86","5:1,0.43","7:4,0.39","9:9,0.86","11:3,0.68","14:3,0.46","15:9,0.5","17:2,0.89","19:5,0.44","22:7,0.83","23:2,0.45","25:5,0.47","27:5,0.66","29:7,0.42","31:2,0.73","34:7,0.65","36:9,0.55","38:7,0.6","40:4,0.47","42:6,0.41","44:1,0.7","46:6,0.57","48:5,0.36","50:3,0.49","52:7,0.61","54:2,0.69","56:4,0.67","58:2,0.52","60:1,0.73","62:8,0.53","64:3,0.78","66:5,0.53","68:7,0.89","71:8,0.39","72:3,0.38","75:3,0.55"
